"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U","rcntAsct_L","rcntAsct_U","testPosRate7","rcntAsct1w","rcntAsct4w","deathRateTot","deathRate4w","cvDR"
"Mexico",0.671352471166541,9.26229895324355,7.13840964837719,7.84941189027164,26.5046456624736,13.1538866796332,49.7400189584177,1.8920101832382,0.224526394859777,0.111971030768137,5.26686900005518,3.80379867731837,14.3836588326984,4.14490058716886,15.8177542637276,NA,7.85616809426496,7.8348387085592,0.175243639397333,0.00487789472540616,40.8393521327498
"Ecuador",0.624364415969172,4.82868858808038,12.2519524898199,10.8599787766297,20.0147776905038,9.93786970905814,33.4591696288679,2.45220105358359,2.50014963840518,1.22656521360675,3.82036077583832,7.32893577689951,24.6753190107581,6.40115127444227,21.9054503954257,NA,9.49870940106432,13.4706613482698,0.118409152431178,0.0104008039297656,165.759186275359
"Bulgaria",0.633898010996599,4.2286126566916,14.7486871797714,14.4527167709418,40.5430762170241,20.1191205287489,72.2898641923628,5.97957148430519,2.75133298724324,1.36399282271778,8.33643464578669,8.2716595903315,29.720839316812,8.10210264661177,29.1244140990089,NA,14.41268841754,14.5234404372963,0.252852916601251,0.0164568677923526,27.7682455254596
"Hungary",0.687039413480223,3.69566136093012,17.7398770748415,5.28071938535979,46.8285467144543,23.1189858970096,80.3824831182034,8.30732662307892,0.792232959165828,0.27797178044471,2.47716508416662,10.3347474484744,35.9329196362089,3.12602512106842,10.7549919928996,NA,4.97852578431913,5.47941020246054,0.307010660135389,0.0188441951618432,86.1537499233658
"Peru",0.660418892391187,3.54605468048841,17.9740668145675,24.3443464066201,33.464276696723,16.6063327968701,61.4779074848946,6.01489145248074,2.05426318632296,0.998209671147094,8.32564222333029,9.78382592797036,36.2204679748102,13.1387553015993,49.0575465466771,NA,24.0904734415672,24.5006416117488,0.213291339876991,0.0214300245871621,69.3098227498831
"South Africa",0.641740766243484,3.39249659435512,18.0773892616342,13.4816804335614,15.7344374191521,7.80806668920329,28.2279488546811,2.84437550038836,1.33321552956309,0.66108369258067,3.85735388256538,10.0764512328946,36.428678360566,7.49952567531071,27.16762875248,NA,13.491077537691,13.4688343922351,0.0964953419813465,0.00350761746415754,35.0319239923
"Slovakia",0.657501082547859,3.16713751632578,19.540242444647,2.68191942698974,36.5484489949086,18.4827646474529,58.8452836044942,7.14165554336329,2.41520587284519,1.2009629460782,2.41520587284519,12.1363261520892,38.6395416464252,2.38666195650813,5.40466139701746,NA,2.15113183675738,3.73006350704461,0.226186052000619,0.00982222505649612,90.1665813683258
"Romania",0.582588119184996,2.81256002160082,20.5238348622957,21.0363569592557,27.1173154242217,13.4567129172829,49.5918174700545,5.56551303675509,3.77833899261073,1.87404058452947,10.0963588268105,11.2226438164235,41.3586369194747,11.4650206700287,42.3914465997243,NA,21.0361747618509,21.0367514694944,0.156533394668755,0.00997698992148439,90.862055269993
"Italy",0.661243658766102,2.9903592399962,21.737060979597,28.0503766947097,32.0459029951745,15.9024781780565,55.2731152620683,6.96583747552357,0.776465797057674,0.376273387748081,2.35663796151418,12.6025780209713,43.8034713679757,16.1606557699968,56.5257590969034,NA,28.1570242786953,27.9006242963758,0.208303564592437,0.00775391059686581,62.9336319364421
"Greece",0.703132571864586,3.00641800022868,22.0735006607328,33.1977998179674,17.4018511358386,8.63604339384063,31.0404795497962,3.84119772544907,0.495945113822588,0.24309538290384,2.43280744836484,12.3748014887685,44.4786755956863,18.5958333276336,66.8985966028807,NA,33.7537359064809,32.1116495356044,0.115482459842275,0.0143983091725632,47.0662775067531
