"","EIFRadj","crudeCFR","cumAsctRate","rcnt2wAsctRate","pctEstTotalCases","pctEstTotalCases_L","pctEstTotalCases_U","pctTotalCases","pctEstInfection","pctEstInfection_L","pctEstInfection_U","cumAsctRate_L","cumAsctRate_U","rcntAsct_L","rcntAsct_U","testPosRate7","rcntAsct1w","rcntAsct4w","deathRateTot","deathRate4w","cvDR"
"Hidalgo",0.601368952410162,3.15024409466057,18.9081117236233,36.2098318556155,55.7970353042737,27.6952460137786,92.344448100208,10.5501657738016,5.51065974406243,1.94290094610842,7.49540914781992,11.4247970406982,38.0937788693151,16.2472794236898,72.9682975272342,NA,35.8795594518468,36.7310433484265,0.332355974266086,0.00612052350107802,96.1491495107705
"Webb",0.56808892605856,1.79910724401242,31.1453374276946,17.5123266434183,51.3573928380113,25.8570608450401,86.1379836144819,15.9954332934653,7.39197874429433,1.54194301196885,12.4909006284841,18.5695469318788,61.8609879495779,6.61684850707346,35.289991569315,NA,17.5123266434183,17.512326643409,0.287774999093907,0.0021746221593998,87.6432545482575
"El Paso",0.643233747542447,1.9955035046214,31.9792234602964,32.5518223536665,50.6218891644665,25.1213588018263,85.0606168733148,16.1884870557283,2.05359660051763,0.0505127401466545,2.88050157582206,19.0317066238053,64.441128298169,19.3741728163484,65.5968541369106,NA,32.5517106977057,32.5520149136621,0.323041826542239,0.00666065621736576,60.0293935896346
"Nueces",0.681618312059092,1.91268866065426,34.4401680392649,34.2889733159657,34.5714843462805,17.8007926199098,60.7571792798139,11.9064773025272,0.39029520339216,0.39029520339216,3.03934284888076,19.5968236900737,66.8873434838514,25.5641401778867,60.9885771803178,NA,32.7708717343152,22.964321834916,0.22773384124881,0.0138020509847763,58.2004586921723
"Harris",0.587766330503056,1.60878600473569,35.9819549616279,25.689364750309,23.6809997625958,11.9663815731474,38.1159739452884,8.52088666904042,2.7452224362066,0.536436960048785,3.16756368498325,22.3551592339508,71.2068775089148,10.6642877881139,45.1549905661762,NA,25.3152559915743,26.7019934725603,0.137082832210911,0.00474607538938569,107.204554146653
"Bexar",0.623446929890231,1.60207808055703,38.2358569194193,29.8259602308882,29.352519460897,15.4134606591488,51.2183488405357,11.2231873433133,2.04733155992322,0.839837499199813,5.39603377999954,21.9124348937054,72.8141952771108,16.604770825237,41.865074894763,NA,28.8924662923059,31.8719369991785,0.179804224367073,0.00433020534740079,102.600360504399
"Lubbock",0.645435620141764,1.60384436018573,39.8007856218959,18.1229753544946,40.3089793000534,21.2092772479188,67.4899750204481,16.0432904375886,0.810309973335699,0.414314478206192,1.28449277850662,23.7713681664986,75.6427965463223,12.2863569715659,33.2280491577245,NA,17.8140355799173,18.7560375086077,0.257309408871482,0.00227707441479188,47.8308018702771
"Tarrant",0.626133500798957,1.34475124979378,45.9175493117803,27.6370931774996,27.2254883112221,14.7210861700746,46.4658163893259,12.5012770206784,1.43671953987978,0.357590327853976,3.51114463283768,26.9042448666633,84.9208874688286,16.0746923900184,49.2559329749366,NA,26.7632964702584,29.3993922372901,0.168111078975755,0.00388502065535982,87.5736320662821
"Dallas",0.649463775737976,1.34494244912767,47.7936938832477,35.4623077692421,24.0511401433558,13.5018517497181,40.5198366312403,11.4949282955464,0.181967082289019,0.181967082289019,0.804884664812327,28.3686442276619,85.1359391928323,24.6453166921592,53.3662304589073,NA,30.0180294445396,38.7390206591041,0.154600170143591,0.00344988118760833,51.6752356619307
"Travis",0.6192877800783,1.22190105348654,49.8823735194064,25.1010152478011,13.4406235594431,7.91421079775494,22.4805054750926,6.70450204725872,0.732797296625911,0.375336719468101,1.41527949996915,29.8236267626946,84.7147266934135,12.8542776755107,39.2591387813869,NA,23.5040623911924,28.3943044034051,0.0819223811464809,0.0020820937534785,83.2635590743671
"Fort Bend",0.502613681028613,0.990905783921426,50.1037432991317,59.7838463849484,17.4099139917571,10.6679195415252,26.9349378281348,8.72301861502961,3.32288571752764,1.11330792232557,4.72394355783532,32.3855160560943,81.7686952087986,34.3018764745211,64.8326594749441,NA,59.3639836869002,60.7005453261709,0.0864368959888711,0.00241160209073209,109.401459404569
"Williamson",0.540430809857536,1.01949025487256,52.0911686091122,41.3436933933679,15.8158304392938,9.7029101830369,25.9765434075138,8.23865090106384,2.18884217849234,0.835762051547511,3.98003768079966,31.7157320426273,84.9090710482619,21.4738878040714,53.6431543004842,NA,39.9674473240707,44.049144374653,0.0839922430693165,0.00211745150594916,87.2634829076491
"Montgomery",0.63375283458566,1.0831984699132,56.7088858849069,36.0720665400859,16.2264597904441,10.4762284867379,27.2928319088265,9.20184456572323,0.779126229644342,0.700561458681767,2.07966964273872,33.7152428757213,87.83547034481,21.8869527746197,57.6208224482374,NA,34.1980336478066,39.443620784913,0.0996742395397047,0.00456910775479122,53.8592143875383
"Denton",0.610643153063931,1.00597007074665,59.7960168373411,50.4815413988955,14.8039837553451,9.54820759227625,24.8652910421601,8.85219261894341,0.566775398141079,0.205495782380533,1.99106450941685,35.6005992607694,92.7105169571736,28.7657845063709,72.0548282969865,NA,49.8374031206796,51.8394666336815,0.089050408351415,0.00197889796336478,98.8186411388088
"Collin",0.60327980035103,0.911266266758449,65.5870437607541,69.4128774326208,13.882687631826,9.51409044475023,22.0923638900619,9.10524441225454,0.528294404309915,0.153657521297065,0.528294404309915,41.2144415942309,95.7027312818822,36.0594622293939,72.0752429495407,NA,69.3878595727006,69.4589308872117,0.0829730208347842,0.00139283248403714,72.2697135477699
